기준일ID,시간대구분,행정동코드,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
20240825,2,11290725,20894.0102,818.0394,397.8787,568.02,694.519,792.056,694.9007,857.8654,646.1192,790.0672,777.6456,778.8518,537.8884,433.7854,991.7496,531.5813,276.9128,577.5595,1264.2685,910.2886,748.9511,761.2358,671.6947,878.0602,680.4922,751.3268,663.6858,573.2675,1825.2981
20240825,2,11290760,23363.2355,797.887,540.5922,617.7926,577.4286,710.2595,664.5918,856.5674,821.8828,1140.6044,890.1843,883.662,765.6188,515.659,1023.8661,867.059,526.3259,595.8524,802.3774,753.6547,772.6115,1012.4993,961.783,934.8343,974.9547,1109.4779,832.055,691.3922,1721.7631
20240825,2,11290770,11692.3034,267.1997,186.315,265.1033,345.4964,408.3248,407.705,455.7784,377.9202,470.4665,403.726,420.714,319.7644,272.6409,693.6262,275.3155,180.5837,258.5789,413.842,456.7067,418.0424,428.5862,390.4671,544.9788,466.8443,501.1306,427.6831,384.5333,1250.2309
20240825,2,11290780,8110.7761,292.8268,183.2081,210.0567,228.9809,231.5924,239.1884,362.1892,350.7924,352.7927,309.7406,274.0115,207.7565,152.7541,375.2023,336.1137,206.4809,193.0005,327.9217,268.9722,258.873,363.3369,370.8059,310.4069,371.8049,286.2346,272.4523,242.8432,530.4373
20240825,2,11290810,27928.5763,856.6464,435.6888,733.5925,822.6305,1079.0665,1008.9747,1017.7591,1028.942,1133.769,1169.6394,1187.1698,924.5383,656.8013,1228.5669,830.0282,370.9806,549.3605,1222.1765,1116.7795,1014.1954,1062.6777,935.5941,1072.6893,1078.4325,1068.1372,999.0535,858.5291,2466.1567
20240825,2,11305534,25292.3515,904.0333,514.7844,637.482,736.9965,783.8792,761.1483,841.9308,948.4075,1065.8064,1049.0544,1079.5164,765.3598,641.7075,1405.4996,641.7349,353.6232,715.9244,915.3455,796.2782,728.0042,854.9119,913.2447,1116.7195,1045.2379,1049.3363,981.4488,823.5527,2221.3828
20240825,2,11305535,21026.9923,384.4146,257.8564,366.6388,741.814,891.8104,747.4323,802.1284,712.4033,734.0199,770.7135,973.1109,738.7976,541.2512,1163.1446,318.865,174.033,407.6316,1282.5612,1079.8479,669.8018,646.8479,703.0511,648.9429,834.6822,941.8586,835.1663,682.0647,1976.1016
20240825,2,11305545,34000.8626,1116.4253,596.9137,681.6115,1076.8491,1138.3791,1015.1643,1236.7623,1170.6781,1368.0801,1386.1478,1366.6701,1019.7231,814.3222,1820.1423,788.5523,479.4477,868.7125,1385.8222,1261.5712,1126.2796,1312.7477,1212.9175,1512.4319,1464.6847,1457.1641,1356.4534,1003.0621,2963.1464
20240825,2,11305555,26339.417,1000.2612,553.0096,639.4854,748.5897,741.4305,685.7393,969.37,861.6772,1083.4591,1087.0888,1134.2833,934.9744,649.8484,1476.9578,844.377,440.8706,573.3845,826.4323,696.6852,660.334,1022.371,986.5546,1097.3959,1088.394,1331.8721,1010.2728,750.9954,2443.3029
20240825,2,11305575,22004.387,1228.4674,687.4158,688.5466,465.4736,362.6515,420.1575,749.4563,925.033,1072.4584,949.6085,785.1847,520.1154,327.9793,962.9712,1219.3619,699.9056,801.0913,581.0345,420.6443,507.6547,898.9687,960.7279,1221.4648,1042.1021,831.3534,588.6576,498.5865,1587.3131
20240825,2,11305590,18265.8305,368.7358,231.6017,308.1029,785.0967,868.7535,699.4671,748.0205,731.8215,819.5667,746.3023,762.5752,523.2845,420.8773,850.4321,422.2012,231.8501,318.7126,1179.24,880.638,624.5056,588.7582,488.6783,709.8273,664.7803,755.7197,600.1523,475.846,1460.2818
20240825,2,11305600,12508.2637,369.8061,216.8071,320.605,287.4262,421.0377,294.2056,409.2331,374.7434,589.149,457.7413,525.74,448.9697,325.4444,816.1603,302.9613,178.8719,206.4921,392.8745,412.7488,382.6244,429.6062,383.992,558.975,518.7803,509.9165,595.0808,428.0004,1350.2703
20240825,2,11305606,16351.9065,619.3613,331.0869,412.2574,379.0969,363.3041,391.1775,487.8422,519.8654,710.5928,725.6901,597.6848,534.3041,384.8361,999.5255,466.1566,280.7444,337.3736,425.0178,446.7194,463.8836,568.2247,516.0202,701.3777,767.8358,719.5563,673.622,503.26,2025.491
20240825,2,11305610,18419.0393,413.6158,245.0581,396.2961,554.4588,746.0928,702.2784,686.1546,632.4849,777.7865,686.1359,814.2424,688.8942,399.0865,1009.2027,402.256,216.7924,407.2863,751.387,789.8263,673.7225,574.7742,589.3128,703.6329,687.0446,864.4013,789.8598,556.889,1660.0671
20240825,2,11305620,17568.1001,497.4522,263.8961,389.8793,462.7558,525.4033,496.76,632.9517,616.2798,608.1073,773.5982,782.4989,562.9931,423.874,1024.3273,505.0216,247.961,299.0774,644.0413,569.883,539.6409,606.9164,552.6273,753.0489,806.0473,769.0951,806.9481,589.1995,1817.8153
20240825,2,11305630,25764.9597,361.7716,184.7766,449.4536,1281.6949,1626.4696,1241.6738,1102.0742,963.6439,1064.5237,948.991,989.4757,750.1117,545.8158,996.2035,448.5021,199.5114,477.874,1719.9014,1497.033,923.565,855.0613,847.9537,935.4048,929.7889,1050.3387,887.6567,650.8292,1834.8586
20240825,2,11305645,19042.2684,584.7208,292.3598,345.0234,531.6214,560.2732,570.1845,662.3779,702.7385,714.4725,863.8499,738.3123,644.118,507.504,1021.4711,532.5355,257.1404,483.5443,928.0088,681.6667,552.4393,671.7236,657.5344,792.6336,772.8588,858.2734,773.9288,592.3916,1748.5609
20240825,2,11305660,29532.5395,1187.7545,559.6571,717.3956,691.9678,960.2797,805.7298,1166.7104,1068.4642,1179.538,997.3226,1121.4349,869.1557,740.4937,1646.1401,945.9279,531.5492,596.5658,941.2251,1035.6772,845.7437,1023.013,1033.0305,1203.9495,1164.0928,1333.7169,1241.2017,1011.0106,2913.7899
20240825,2,11320511,18581.0344,597.1451,358.1746,464.0274,492.2223,629.413,584.8592,724.3973,641.8903,728.9508,824.9031,672.4346,584.0799,459.6649,937.6587,574.1087,339.2454,466.442,610.7639,645.1051,617.0776,803.271,575.5376,889.6754,751.9116,849.6643,703.7218,605.3281,1449.3602
20240825,2,11320512,39536.6137,1451.1161,730.8785,875.6269,1127.2717,1439.9362,1366.7497,1557.7225,1475.4063,1554.3695,1438.0443,1466.4529,1248.559,926.7599,1940.2632,1134.9995,591.3365,832.6274,1480.1073,1620.2477,1582.2148,1708.3841,1462.0969,1541.7402,1630.6209,1746.4898,1573.0787,1200.5446,2832.9689
20240825,2,11320513,9776.9654,346.5172,193.1976,228.7847,246.7731,300.8543,276.2081,297.2307,305.6789,498.4757,421.5236,456.743,335.2626,249.3159,457.8992,336.3339,164.9077,209.7211,282.6962,281.6017,249.7516,273.7687,323.7293,376.3669,400.4598,479.5752,446.9439,353.924,982.7218
20240825,2,11320514,29993.8999,856.9712,552.0227,1012.7823,849.299,937.4259,844.6803,1113.837,1129.8903,1149.3951,1148.8594,1211.2197,952.1808,750.8839,1454.4514,993.8816,603.5853,782.9942,1092.8923,958.0631,979.5762,1282.0838,1055.9001,1349.8693,1341.9361,1409.0092,1155.6778,847.6507,2176.8792
20240825,2,11320515,16753.9133,577.7429,276.9617,508.642,495.318,497.8494,492.3105,651.9264,665.6094,596.1915,539.3317,674.9529,494.7824,433.6118,824.5664,568.554,278.8561,437.6977,586.0515,584.7832,622.6328,723.8514,559.6466,652.3169,681.5262,846.0998,638.3431,530.0037,1313.7536
20240825,2,11320521,17464.8249,585.7345,318.5921,315.5081,423.6463,512.4291,474.375,576.122,572.7277,764.9669,800.0526,748.35,656.8481,536.6233,1357.3909,392.4616,181.8883,205.696,381.8575,530.4226,494.193,461.601,544.8475,572.1803,756.1164,738.378,764.345,659.0066,2138.4659
20240825,2,11320522,19144.5468,748.792,327.149,411.0944,350.8179,467.5818,521.2248,700.0643,655.644,791.4459,690.8999,729.352,782.0764,596.3552,1264.7981,660.3751,276.5844,394.4093,465.5102,511.8265,515.3929,655.2643,613.4892,793.7413,743.3299,840.4711,878.5,712.9567,2045.401
20240825,2,11320660,18396.6073,643.0119,374.1162,468.8955,487.6893,562.2715,452.6195,625.9038,581.8383,747.2372,737.2266,723.7036,591.0635,495.5568,992.6486,452.2053,308.8733,540.9373,975.0029,602.8573,512.1291,730.7749,485.7709,764.0295,766.9519,730.8838,789.1097,578.0571,1675.2426
20240825,2,11320670,19574.8657,578.1113,297.5215,427.8451,559.8028,575.0221,723.4394,861.1272,720.6826,756.9653,755.9307,699.2943,639.1124,527.2286,997.1907,477.1146,298.7079,476.1724,593.3576,706.2138,646.7801,761.6062,708.7126,734.5097,792.7572,980.1864,808.6986,698.8686,1771.9071
20240825,2,11320680,16397.9235,416.9566,218.6675,348.7942,400.5124,614.5173,597.9627,661.5078,556.2856,679.0256,595.6767,633.1135,555.7782,422.0014,729.9472,627.1266,305.4267,414.1253,605.5406,703.8488,633.9761,605.3225,552.674,657.8655,626.5394,766.3611,620.4534,486.9944,1360.9228
20240825,2,11320681,12013.8308,454.274,303.8764,329.2998,262.6489,307.8917,292.325,339.7216,484.1179,536.5228,394.3683,390.0239,374.1966,373.0011,625.4212,284.0356,215.3498,395.2101,318.2145,301.5601,342.9382,534.5416,451.1361,542.7608,522.4521,658.8906,580.2675,435.0465,963.7393
20240825,2,11320690,21350.5894,555.215,319.6696,550.9292,636.7019,684.0242,639.2575,804.4557,767.1189,829.1001,893.1578,1022.1851,739.2484,598.9947,1254.6372,633.3335,346.9676,410.6862,631.5764,730.3123,624.8005,658.9123,778.0978,809.2689,928.9607,1014.542,882.6953,662.0871,1943.6516
20240825,2,11320700,11451.3563,368.8112,210.2771,281.1016,274.9049,372.961,336.8722,328.4956,361.8614,373.6895,500.5416,542.8497,513.7874,355.5159,740.5439,218.4101,142.5375,245.2961,298.6954,313.6974,328.8513,403.2316,355.4268,393.6258,451.9576,585.5717,465.5444,414.8187,1271.4783
20240825,2,11320710,24931.2575,1102.5364,704.0958,799.7573,585.5457,597.5601,606.7274,782.1402,814.9487,1007.5411,904.015,894.8185,820.0105,756.1984,1568.3093,904.5645,576.0789,704.7501,583.4454,519.0095,569.9181,911.0085,930.4079,1082.1995,874.6866,1179.2001,1090.0528,845.0666,2216.6625
20240825,2,11350560,19133.6429,651.2478,334.9697,592.2283,1405.0452,880.2423,554.102,786.0631,658.0386,779.5354,645.4843,620.2312,516.4246,437.7461,931.0446,562.3323,256.2356,519.5964,1078.3709,598.902,512.8841,694.9694,655.1169,739.0718,625.9029,669.0562,647.4011,490.8036,1290.5955
20240825,2,11350570,20856.8055,646.6606,340.9306,597.4759,602.9038,508.8113,513.1966,701.1624,742.922,870.96,795.6043,814.7191,621.0531,526.2374,1103.905,827.5656,423.6863,492.0516,619.083,596.1581,578.7752,733.6503,803.2065,989.7252,770.3102,852.895,791.2535,741.0998,2250.8042
20240825,2,11350580,26442.0484,1224.8194,493.2982,634.3148,661.2678,655.7436,809.179,1175.5459,1051.1967,981.2979,861.8211,923.9709,796.2139,644.8189,1432.0125,1005.4774,384.1685,571.2017,729.872,773.5324,1010.2318,1164.828,1058.9526,1082.2764,1043.4747,1115.6268,948.1443,855.1451,2353.6175
20240825,2,11350595,39508.8076,1347.0636,664.7471,1032.1333,1981.6516,1652.5872,1219.7538,1435.8263,1358.3145,1543.0548,1320.3465,1393.1401,1210.6281,840.0811,1818.636,1289.204,653.3933,830.2661,2291.0276,1554.6562,1401.2132,1471.0047,1352.8332,1407.0613,1302.2029,1689.5067,1434.0593,1199.7699,2814.6441
20240825,2,11350600,44974.9362,1811.4937,1160.5738,1581.0549,2308.12,1548.2494,1167.2786,1825.653,1683.6267,1909.0309,1635.821,1434.7638,1101.8565,887.4133,1776.262,1588.056,992.5348,1671.928,2399.0032,1389.4135,1407.4516,1750.5079,1755.5586,1897.5235,1624.95,1643.4533,1358.7658,1027.4186,2637.1739
20240825,2,11350611,24331.295,453.1895,535.4696,1042.1437,849.0289,809.7571,642.4719,662.9296,719.5141,887.8561,1108.8503,1029.9452,860.7166,630.2821,1079.0674,443.8738,459.7258,915.5699,1180.0997,754.6462,646.5984,778.2834,850.4759,1094.3187,1041.6044,1108.7938,955.936,715.6656,2074.4798
20240825,2,11350612,17378.6297,559.3654,494.5585,764.101,483.313,472.2595,408.4903,464.678,606.4663,858.9557,759.8177,637.9222,563.9886,354.9475,620.6565,485.6772,401.2339,599.9905,587.2076,442.4634,541.8956,782.3199,673.7472,943.7834,784.3473,766.217,627.2112,448.9714,1244.0443
20240825,2,11350619,19821.3963,677.6999,873.6849,1310.3368,518.4406,412.1875,290.3127,383.1727,675.9061,1088.5497,929.4383,782.347,510.9982,312.9145,564.0965,625.2237,788.578,1299.9118,710.1668,466.5682,263.1014,372.8115,876.3157,1365.5527,1117.5816,809.5465,575.3026,307.4437,913.2069
20240825,2,11350621,29250.3796,1005.2393,1486.1394,2007.4795,767.9774,553.4729,417.7539,556.2814,883.8984,1764.3367,1396.0949,1117.5687,705.1091,463.1233,869.5001,897.0841,1256.8249,1650.7139,894.2899,595.1157,451.6719,831.5289,1423.2538,1829.2766,1487.2694,1066.5749,878.4353,591.7863,1402.5792
20240825,2,11350624,16164.7314,424.5235,347.5458,629.7707,459.2299,464.6615,344.8233,454.1458,494.2813,661.7432,699.4222,746.446,491.3287,444.6502,928.4065,451.5946,305.3811,542.8787,496.2129,455.5083,338.5815,474.4239,489.5694,804.4914,808.7653,740.7254,562.0206,457.6272,1645.9737
20240825,2,11350625,30796.8511,1043.016,608.1869,955.4846,723.8238,783.3885,778.1099,969.477,1022.3062,1421.4887,1246.0953,1111.0954,898.1987,660.8433,1503.7534,1095.0436,734.8742,1007.9781,1038.3754,798.075,916.3169,1116.8895,1209.7324,1545.2744,1407.3265,1283.2255,1123.1123,981.7427,2813.6157
20240825,2,11350630,37537.5916,1283.5184,700.5489,1017.8323,944.5491,1030.6175,1019.2717,1261.5057,1352.5563,1344.9891,1433.8411,1484.9272,1241.9957,1014.5207,2212.8168,1157.6526,652.6837,998.1009,1028.8786,1111.5809,1146.7207,1347.9922,1363.4103,1398.8889,1636.4896,1728.1166,1640.3266,1392.2845,3590.9735
20240825,2,11350640,25518.789,727.3917,496.31,701.2106,1096.3902,1099.0496,728.1671,859.3029,817.1597,1113.3523,953.5583,1033.8654,808.7083,551.643,1203.779,691.5915,495.5411,909.4426,1012.5722,859.8296,750.1877,862.0272,788.6815,1004.016,1037.2721,1285.0431,972.4378,682.8235,1977.4362
20240825,2,11350665,23617.3828,756.4505,504.603,649.4252,589.4041,612.0981,523.1536,837.2069,758.9368,975.9176,1015.7538,1019.2804,825.487,725.6721,1356.8506,736.9038,467.9375,553.8421,707.051,549.29,598.8863,744.3557,903.7502,1110.3707,1088.8989,1024.0363,1017.9164,773.2042,2190.6993
20240825,2,11350670,16853.947,486.1583,337.7855,459.7569,529.387,505.1399,452.1783,493.7544,557.797,616.9189,634.2776,735.3368,585.3854,440.3793,957.1858,487.0937,314.4446,484.5879,506.8277,508.207,426.1353,570.0207,490.6691,671.9497,796.2193,862.8755,711.6602,586.8752,1644.9434
20240825,2,11350695,43995.4826,1592.499,838.6517,1246.5935,1391.3331,1616.5283,1569.3061,1734.7646,1589.4486,1753.8177,1518.8403,1596.7819,1099.5164,886.7275,1754.334,1390.3988,684.0964,1388.5494,1591.1201,1610.3828,1590.1989,1931.6911,1689.5708,1965.6855,2037.141,1952.9892,1540.6016,1206.0459,3227.8682
20240825,2,11350700,20226.0741,1170.8705,455.4196,458.7015,451.811,513.2783,773.1454,1078.3914,763.0618,802.7095,631.0103,635.0217,389.304,316.4456,776.7189,1154.4054,442.3146,524.0967,555.6869,560.2968,1011.1889,1054.1545,965.8175,848.7025,798.2826,808.345,572.6066,516.5606,1197.7244
20240825,2,11350710,18381.5217,761.6528,446.2434,606.9118,487.0759,533.0324,516.7249,734.9714,653.4282,706.5131,705.7833,680.6489,474.8563,446.3176,802.1523,635.5951,375.9562,594.3394,565.6113,463.9163,631.3121,816.492,689.8558,775.6457,758.5894,813.4613,716.9554,555.2898,1432.1884
20240825,2,11350720,11558.8876,388.2741,191.853,262.0381,311.9511,389.1665,363.4131,524.7532,416.2645,450.0034,415.1165,428.8186,307.2611,261.7648,544.3237,343.4164,188.442,297.9411,361.7828,437.6454,479.1538,518.722,466.0482,507.3233,538.0868,491.4314,466.9853,347.0286,859.8793
20240825,2,11380510,33644.7699,959.0183,477.8537,730.8467,989.1522,1116.2448,1200.643,1528.5625,1170.5257,1321.0806,1205.2179,1282.941,997.4742,693.2548,1489.1341,1189.1703,535.6138,659.3925,1036.8008,1379.2249,1450.0456,1467.1713,1256.9568,1379.3034,1345.8954,1515.4832,1348.915,985.8598,2932.9884
20240825,2,11380520,30228.8984,1056.9132,487.4656,699.1707,710.7309,961.0351,1055.4455,1211.7645,1091.8521,1160.8938,1131.3373,1069.0861,960.8126,735.609,1503.6448,995.4684,442.006,593.9453,953.1069,1190.3064,1175.6078,1255.0276,1018.8997,1275.3831,1300.797,1327.4334,1253.0649,932.439,2679.6525
20240825,2,11380530,24917.1632,575.8592,358.7435,574.1487,633.503,934.54,932.3222,946.6703,815.0651,972.7817,892.8496,1034.7029,871.9054,654.0707,1248.6304,762.0867,408.3631,363.6725,922.205,1044.7645,928.9689,946.4036,775.6281,981.802,1126.3714,1155.1833,980.3638,844.2694,2231.2883
20240825,2,11380551,18021.0213,476.9617,284.7432,359.3704,596.823,944.8128,773.2469,673.3241,567.9252,788.5516,641.7293,585.4717,540.9323,403.0771,826.7718,365.0928,234.0185,347.375,779.4081,986.7017,788.6533,700.2348,644.2478,624.9574,726.1175,738.9839,709.3994,559.288,1352.8033
20240825,2,11380552,22280.2394,842.2727,481.9678,559.5491,712.6196,765.0838,761.8019,667.4371,863.4338,932.8718,803.0663,828.3299,715.8095,450.4217,941.3794,711.2303,442.0958,542.8552,832.4708,847.5939,745.1034,854.5624,799.9836,1121.1998,941.5804,955.0556,876.001,605.7283,1678.7361
20240825,2,11380560,30031.0349,965.6588,566.1629,798.4619,808.0339,863.8966,871.4667,890.7812,1094.5191,1195.8712,1083.5531,1120.3868,931.4284,641.602,1539.6504,1059.3841,631.0439,894.9689,1103.4653,1021.4832,913.7645,1098.1334,1292.0125,1293.9894,1363.6696,1377.3754,1241.7187,859.8807,2508.6722
20240825,2,11380570,58311.845,2106.6899,972.1605,1062.4884,1467.4977,2029.1156,2462.416,2826.4678,2472.5967,2416.7684,1971.9973,1908.0321,1576.0073,1123.1703,2117.1044,2085.6938,1066.6655,1188.3095,2171.1619,2633.7638,2862.0919,3028.4748,2544.8869,2444.2738,2229.3693,2287.767,1860.3109,1408.1529,3988.4113
20240825,2,11380580,23929.8084,686.0497,483.1641,591.7898,578.4466,692.2472,790.4923,1101.8171,1009.7403,1163.8446,802.3269,811.8179,622.1871,380.515,949.6258,716.5705,455.3762,590.2866,905.4955,938.2462,1016.1901,1219.2292,1207.5784,1110.3633,1020.0624,952.2737,753.3576,585.7191,1794.9946
20240825,2,11380590,17854.1371,1131.4593,437.279,499.5151,339.9324,353.8891,439.2382,786.3217,960.737,947.278,670.8134,548.0368,404.2651,241.3597,567.7497,1148.9024,443.7564,447.0308,383.3767,479.931,583.7059,980.8043,1019.9104,889.2811,660.4333,557.0878,475.8706,378.7987,1077.3748
20240825,2,11380600,27049.2153,703.0682,447.7687,598.1222,751.6993,913.1144,923.7163,1177.5759,1134.2455,1185.0712,1051.2408,961.5579,825.0915,493.868,1311.5273,701.0983,412.0302,550.2261,1019.704,1022.1678,1097.3753,1227.9827,1172.7245,1228.8675,1092.9949,1122.9041,930.7515,775.0066,2217.7167
20240825,2,11380625,42169.3252,1755.9249,797.1916,958.001,1147.3023,1422.2532,1343.9469,1414.6781,1721.8172,1716.6761,1644.2352,1595.6825,1203.8891,828.1859,1774.1493,1490.3327,760.0593,1039.2478,1456.5397,1642.0001,1519.0466,1809.4954,1680.9123,1775.2798,1674.9649,1820.4325,1690.9921,1168.8486,3317.2392
20240825,2,11380631,25641.11,729.9176,400.8138,761.735,742.3669,887.5505,814.5175,1057.3463,860.1628,1076.1526,1030.8804,912.0103,729.2274,574.7233,1140.6589,805.0644,390.7756,587.5024,825.5185,989.2948,1065.5286,1075.5396,1050.2244,1231.0765,1083.976,1099.7734,1038.2082,785.8239,1894.7395
20240825,2,11380632,15434.017,449.3196,305.4659,433.8763,358.7904,487.7675,518.2025,557.0112,571.1555,687.7975,580.3575,510.0367,490.9667,438.3612,736.0186,545.5555,297.3053,325.885,454.1051,533.6092,577.7429,630.3738,607.912,648.4609,569.2186,686.3081,665.6082,472.2103,1294.5955
20240825,2,11380640,14741.1964,250.733,148.816,329.8835,415.6987,456.4002,543.1754,617.434,588.1056,608.5129,664.2367,586.7843,454.1808,328.3111,729.1465,503.6572,270.7732,348.198,460.5761,567.3957,628.8001,642.1287,619.5777,559.6795,711.8565,659.5298,539.5218,422.2191,1085.8638
20240825,2,11380650,18874.664,560.3552,351.819,492.144,423.4433,562.7578,702.3834,1063.3848,778.1133,815.0599,822.8078,677.9895,518.5734,386.5266,696.74,454.4299,287.5791,499.5413,626.7776,767.6393,891.9216,1061.5771,817.4028,901.1792,885.0594,724.1506,593.9767,462.4045,1048.9273
20240825,2,11380690,57790.7219,2916.4195,1841.0105,2873.976,1505.9474,1249.7005,1279.762,1631.4998,1775.4309,2624.5456,2294.0918,1862.5196,1377.8581,1096.9862,2250.1588,2475.5194,1587.5122,2613.9496,1687.5625,1818.3028,1750.848,2327.1096,2413.5238,3293.6336,2262.9635,2054.928,1723.7555,1325.9224,3875.2833
20240825,2,11410520,13760.188,473.2534,238.0753,402.9441,453.43,395.7228,338.8824,532.6189,487.6937,659.424,623.4534,511.9868,419.6,288.2525,632.1321,429.7818,225.8265,332.696,460.5804,399.3047,437.9045,573.367,513.6097,693.1483,635.7137,630.8778,519.0108,316.0938,1134.8035
20240825,2,11410555,46866.6647,2501.4425,794.5353,930.8397,1007.9659,1423.5274,1606.3034,2456.242,2507.0386,2217.8429,1886.2645,1733.422,1126.076,742.5756,1352.7997,2023.4837,743.0864,1025.5269,1883.7612,2020.4857,1917.1409,2660.1574,2208.7434,2151.2792,1726.1842,1750.2779,1133.0905,868.105,2468.4675
20240825,2,11410565,27816.6237,631.3012,404.2033,526.3838,726.0353,988.5489,1097.734,1262.5962,1203.8623,1263.9216,1056.1258,999.9192,798.3599,548.9788,1146.8887,681.5044,431.1243,780.0971,1414.3227,1396.8244,1261.4416,1333.5394,1158.3723,1146.13,1128.1913,1182.9561,879.5367,640.9682,1726.7545
20240825,2,11410585,36927.2468,606.814,190.7413,614.2059,3132.167,3051.0148,1665.5581,1444.0686,935.8983,905.6011,796.2261,592.6522,556.8854,341.4642,669.865,370.183,186.3276,1216.1951,6547.7412,4228.5419,1822.5241,1365.0002,946.9292,921.6489,777.1085,818.2692,595.9586,424.5088,1203.148
20240825,2,11410615,37054.6245,643.2135,422.9857,771.4675,2033.5734,2251.2597,1433.0624,1529.2543,1260.3193,1409.812,1168.8341,1166.1549,804.2888,564.5369,1348.0682,865.5813,525.4384,777.346,3016.4479,2329.9251,1589.1478,1599.7003,1423.8598,1523.59,1270.2913,1275.7133,1015.9528,720.7388,2314.0587
20240825,2,11410620,27246.7735,788.7626,436.9269,689.3156,762.7372,815.3843,788.8398,1112.1446,1019.601,1097.8681,974.9753,1039.6304,921.9807,564.9946,1281.2745,850.0582,463.2167,768.2739,968.8132,889.5804,994.3811,1119.3776,1118.288,1124.0918,1154.3827,1173.2829,1143.1395,936.609,2248.8441
20240825,2,11410640,15319.466,383.3236,212.543,389.0876,479.8251,423.6984,514.587,549.7593,519.7687,638.949,622.6303,640.7752,533.2042,350.3091,863.6663,288.9337,180.1951,326.0174,509.3086,561.1109,501.2637,626.5467,478.0543,555.3961,755.4328,717.3911,594.1461,546.1787,1557.3625
20240825,2,11410655,10327.0531,241.9746,119.8975,319.9804,236.1521,277.5194,334.9378,412.2254,372.3553,417.544,395.7486,437.55,328.8962,214.4499,485.4572,295.2144,155.9738,314.9555,351.0524,340.7474,350.8824,524.2213,346.4265,496.6485,529.218,464.0999,428.2009,280.3055,854.419
20240825,2,11410660,15398.4677,482.5125,328.564,302.9113,397.1823,457.6931,474.3674,592.8046,606.8848,591.7193,533.737,644.8272,512.8456,362.4737,752.2196,496.2286,287.0746,472.2259,512.37,464.3471,557.58,658.2201,541.8176,566.0024,682.6682,757.5107,676.4003,402.0431,1283.2379
20240825,2,11410685,25242.1109,610.7472,410.0734,656.416,874.4724,799.0281,800.5624,911.155,849.412,996.9463,987.9883,1023.6472,713.9331,504.8688,1217.0183,647.8899,395.3827,657.4839,1175.6604,946.1892,936.267,1012.1562,931.9324,1048.8009,1018.8556,1182.4998,1053.8182,791.3934,2087.5128
20240825,2,11410690,8118.1599,612.7989,187.8016,174.8535,141.3353,188.3045,152.8496,272.5458,369.2478,382.7789,309.4814,237.7041,159.436,132.2944,240.3257,939.6569,285.7067,223.6787,207.7432,224.8346,210.3058,437.0452,348.9548,342.6028,310.8782,225.2593,208.4246,146.9975,444.3142
20240825,2,11410700,20063.0752,589.3659,319.0144,531.1849,963.7516,795.1096,584.0964,761.53,798.8227,794.3501,682.1821,647.3311,508.4379,377.3126,823.7479,618.5064,351.5382,578.7154,1549.0016,836.7626,698.1654,870.639,741.8932,815.9682,729.5761,730.0426,541.3562,447.2268,1377.4467
20240825,2,11410710,15960.1503,846.8108,504.2492,576.3533,335.3987,377.4323,330.1493,525.0634,598.9792,843.9054,675.8667,514.7906,412.7172,301.9452,640.3477,743.8888,438.5029,473.0783,410.4124,382.8055,480.8684,749.3431,691.3571,804.8061,642.252,658.8866,498.6093,347.1525,1154.178
20240825,2,11410720,32915.9155,1080.4504,602.577,699.7703,857.919,1145.648,1166.4888,1277.3796,1378.1583,1449.462,1318.6118,1213.8348,888.1301,671.8105,1399.1347,988.5298,584.6244,865.9379,1337.2806,1294.3192,1090.9692,1447.1227,1236.9075,1489.8098,1330.3556,1314.7589,1128.8457,919.7223,2737.3601
20240825,2,11440555,24307.1744,1037.2748,326.2127,517.7113,415.8968,615.1522,812.2409,1194.7392,1132.3939,1077.885,824.8954,787.0656,582.5309,370.4553,700.2554,1943.6371,541.4424,591.2593,821.2599,874.5155,1208.0482,1430.8533,1159.9335,1091.9656,889.0834,783.6296,643.3226,492.3874,1441.1276
20240825,2,11440565,37459.5541,1287.0875,568.4641,640.6207,838.475,1354.7576,1446.3275,1825.9101,1694.0588,1534.1572,1323.9826,1274.9451,1046.6945,705.3113,1359.8065,1556.1537,678.5678,838.3514,1392.4066,1754.6374,1848.3364,2167.1979,1664.0862,1568.0534,1456.8959,1499.8746,1242.1619,808.2795,2083.9533
20240825,2,11440585,16328.6842,606.7969,299.7596,370.1152,343.0968,479.4447,583.6383,843.8146,667.1397,673.3246,582.3245,528.242,481.7577,305.5913,701.7634,600.158,263.152,358.227,538.9316,670.5558,791.9601,907.0719,705.9412,649.7171,689.0824,597.9364,542.5983,434.8381,1111.7044
