"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-01-01 ~ 2023-12-31"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1109","인천광역시 부평구 산곡동","307","0307","0000","현대1차","전세","84.9600","202311","13","19,000","0","10","1986","경원대로 1269","202401~202601","신규","-","","","아파트"
"1110","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","전세","59.8800","202311","13","20,000","0","12","1999","원적로 361","202311~202511","갱신","사용","35,000","0","아파트"
"1111","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","전세","41.0200","202311","13","15,000","0","15","1989","부영로 165","202311~202511","갱신","-","17,000","0","아파트"
"1112","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","전세","41.0200","202311","13","15,000","0","15","1989","부영로 165","202311~202511","갱신","-","17,000","0","아파트"
"1113","인천광역시 부평구 산곡동","145","0145","0000","경남3차","전세","84.8700","202311","13","21,000","0","14","1992","마장로272번길 76","202312~202512","신규","-","","","아파트"
"1114","인천광역시 부평구 부평동","372-12","0372","0012","현대홈타운","전세","37.3428","202311","13","12,600","0","5","2014","주부토로 28-2","202312~202511","신규","-","","","아파트"
"1115","인천광역시 부평구 산곡동","274","0274","0000","경남2차","전세","84.4300","202311","13","21,000","0","4","1991","안남로222번길 30","202312~202512","신규","-","","","아파트"
"1116","인천광역시 부평구 부평동","379-77","0379","0077","케이(2동)","월세","67.7800","202311","13","4,000","60","7","2014","주부토로66번길 65","202312~202512","갱신","-","1,000","100","아파트"
"1117","인천광역시 부평구 부개동","496-2","0496","0002","주공2단지(임대)","전세","39.9900","202311","13","1,519","0","10","1996","길주남로 143","-","-","-","","","아파트"
"1118","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","전세","39.4800","202311","13","12,000","0","8","1989","충선로 191","202311~202511","갱신","사용","12,000","0","아파트"
"1119","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","월세","39.4800","202311","13","1,000","55","5","1989","충선로 191","202312~202512","신규","-","","","아파트"
"1120","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","전세","84.9770","202311","13","30,000","0","5","1995","일신로14번길 23","202402~202602","신규","-","","","아파트"
"1121","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","전세","39.4800","202311","13","12,000","0","3","1989","충선로 191","202312~202512","신규","-","","","아파트"
"1122","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","전세","84.9400","202311","13","25,000","0","12","1991","부일로113번길 11","202402~202602","신규","-","","","아파트"
"1123","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","전세","84.9400","202311","13","25,000","0","12","1991","부일로113번길 11","202402~202602","신규","-","","","아파트"
"1124","인천광역시 부평구 부개동","477-2","0477","0002","대진","전세","39.6000","202311","13","10,000","0","3","1988","길주로 654","202401~202602","신규","-","","","아파트"
"1125","인천광역시 부평구 부개동","477-5","0477","0005","동아","월세","49.2000","202311","13","1,000","60","3","1988","길주남로113번길 12","202312~202512","신규","-","","","아파트"
"1126","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","월세","39.9900","202311","13","2,000","60","13","1996","길주남로 144","202311~202511","갱신","사용","20,000","0","아파트"
"1127","인천광역시 부평구 부개동","500-1","0500","0001","주공5","전세","59.9900","202311","13","22,000","0","8","1998","부개로 11","202311~202511","갱신","사용","30,000","0","아파트"
"1128","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","전세","59.8050","202311","12","19,000","0","11","1998","안남로 272","202312~202512","신규","-","","","아파트"
"1129","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","전세","59.9300","202311","12","24,000","0","18","1996","길주남로 143","202312~202512","신규","-","","","아파트"
"1130","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","전세","46.6800","202311","12","16,000","0","5","1989","충선로 191","202312~202512","신규","-","","","아파트"
"1131","인천광역시 부평구 십정동","607","0607","0000","동암신동아","월세","84.9400","202311","12","3,000","90","10","2000","아트센터로 118","202312~202512","신규","-","","","아파트"
"1132","인천광역시 부평구 십정동","609","0609","0000","부평금호어울림","월세","112.9800","202311","12","7,000","92","5","2008","경원대로1110번길 20","202311~202411","-","-","","","아파트"
"1133","인천광역시 부평구 구산동","360","0360","0000","부평자이","월세","84.7461","202311","12","3,500","100","13","2006","일신로 120","202402~202602","신규","-","","","아파트"
"1134","인천광역시 부평구 삼산동","170-1","0170","0001","삼산벽산블루밍","전세","84.3175","202311","12","28,000","0","10","2005","후정동로 12","202312~202512","갱신","-","28,000","0","아파트"
"1135","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","전세","133.7100","202311","12","33,000","0","22","1998","세월천로 16","202312~202512","갱신","사용","48,000","0","아파트"
"1136","인천광역시 부평구 산곡동","274-5","0274","0005","경남4차","월세","84.8700","202311","12","3,000","80","10","1994","안남로206번길 18","202312~202512","신규","-","","","아파트"
"1137","인천광역시 부평구 부평동","65-7","0065","0007","욱일","전세","80.6500","202311","12","18,000","0","11","1991","부흥로243번길 39","202401~202601","신규","-","","","아파트"
"1138","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","월세","59.8200","202311","12","4,000","65","16","1996","부흥로 246","202312~202512","신규","-","","","아파트"
"1139","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","전세","59.8200","202311","11","19,500","0","5","1995","부흥로 246","202312~202512","갱신","사용","28,500","0","아파트"
"1140","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","월세","59.8200","202311","11","3,000","70","5","1995","부흥로 246","202312~202512","신규","-","","","아파트"
"1141","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","월세","52.4300","202311","11","2,000","60","1","1987","부평문화로 37","202312~202512","신규","-","","","아파트"
"1142","인천광역시 부평구 부평동","65-7","0065","0007","욱일","전세","80.6500","202311","11","20,000","0","7","1991","부흥로243번길 39","202311~202501","갱신","사용","28,000","0","아파트"
"1143","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","전세","59.5600","202311","11","19,000","0","17","1996","길주남로 144","202402~202602","신규","-","","","아파트"
"1144","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","전세","49.9600","202311","11","17,000","0","15","1996","길주남로 144","202401~202601","신규","-","","","아파트"
"1145","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","전세","39.4800","202311","11","15,000","0","11","1989","충선로 191","202312~202512","갱신","사용","15,000","0","아파트"
"1146","인천광역시 부평구 부개동","525","0525","0000","부개역코오롱하늘채","전세","59.9611","202311","11","34,000","0","8","2021","부평문화로 216","202312~202512","신규","-","","","아파트"
"1147","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","월세","84.4600","202311","11","2,000","95","19","2005","이규보로 79","202311~202511","갱신","-","3,000","84","아파트"
"1148","인천광역시 부평구 십정동","629","0629","0000","서희스타힐스부평센트럴","월세","66.3137","202311","11","3,000","100","1","2021","상정로 41","202311~202511","신규","-","","","아파트"
"1149","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","전세","84.9900","202311","11","23,000","0","17","1993","안남로 260","202401~202601","신규","-","","","아파트"
"1150","인천광역시 부평구 산곡동","307","0307","0000","현대1차","전세","84.6000","202311","11","17,000","0","4","1985","경원대로 1269","202312~202512","신규","-","","","아파트"
"1151","인천광역시 부평구 산곡동","182","0182","0000","한양(182)","월세","91.9850","202311","11","3,000","50","4","1985","마장로 287","202311~202511","신규","-","","","아파트"
"1152","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","월세","84.4300","202311","11","3,000","85","12","1990","안남로222번길 27","202401~202701","신규","-","","","아파트"
"1153","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","전세","84.4300","202311","11","25,000","0","5","1990","안남로222번길 27","202311~202511","갱신","-","35,000","0","아파트"
"1154","인천광역시 부평구 산곡동","180-78","0180","0078","부평신일해피트리더루츠","전세","59.9210","202311","11","25,500","0","10","2022","산곡로 31","202401~202601","신규","-","","","아파트"
"1155","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","전세","59.9900","202311","11","26,000","0","12","2005","굴포로 105","202312~202512","신규","-","","","아파트"
"1156","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","전세","59.9900","202311","11","25,000","0","7","2005","굴포로 105","202312~202511","-","-","","","아파트"
"1157","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","전세","84.9800","202311","11","35,000","0","17","2005","수변로 333","202402~202601","신규","-","","","아파트"
"1158","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","월세","49.4000","202311","11","2,000","70","6","2000","부평북로 432","202312~202512","신규","-","","","아파트"
"1159","인천광역시 부평구 산곡동","180-78","0180","0078","부평신일해피트리더루츠","전세","59.9210","202311","11","25,500","0","10","2022","산곡로 31","202401~202601","신규","-","","","아파트"
"1160","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","전세","59.9600","202311","11","24,000","0","12","2022","원적로287번길 25","202403~202603","신규","-","","","아파트"
"1161","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","전세","84.9290","202311","11","34,000","0","20","2011","안남로 269","202312~202512","신규","-","","","아파트"
"1162","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","전세","59.8167","202311","11","29,000","0","2","2007","원적로 344","202312~202412","갱신","-","36,000","0","아파트"
"1163","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","월세","45.0000","202311","11","1,000","70","4","1993","주부토로 201","202311~202511","신규","-","","","아파트"
"1164","인천광역시 부평구 갈산동","159","0159","0000","대우","전세","84.9900","202311","11","29,000","0","19","2001","평천로305번길 15","202311~202511","신규","-","","","아파트"
"1165","인천광역시 부평구 갈산동","171-5","0171","0005","정광","전세","59.9300","202311","11","11,000","0","5","1990","평천로306번길 27","202311~202503","갱신","사용","13,000","0","아파트"
"1166","인천광역시 부평구 갈산동","171-5","0171","0005","정광","월세","59.9300","202311","11","1,000","60","4","1990","평천로306번길 27","202312~202512","신규","-","","","아파트"
"1167","인천광역시 부평구 청천동","300","0300","0000","삼익","월세","61.3800","202311","11","2,000","70","14","1986","부평대로167번길 43","202312~202512","신규","-","","","아파트"
"1168","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","전세","59.8050","202311","11","22,000","0","15","1998","안남로 272","202311~202511","갱신","사용","32,000","0","아파트"
"1169","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","전세","59.8050","202311","11","19,000","0","2","1998","안남로 272","202312~202512","신규","-","","","아파트"
"1170","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","월세","101.5150","202311","11","6,000","100","8","1998","안남로 272","202402~202602","신규","-","","","아파트"
"1171","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","전세","59.8050","202311","11","19,000","0","16","1998","안남로 272","202312~202512","신규","-","","","아파트"
"1172","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","전세","59.8050","202311","11","20,000","0","2","1998","안남로 272","202311~202511","갱신","사용","30,000","0","아파트"
"1173","인천광역시 부평구 청천동","199-24","0199","0024","미가로","전세","59.9886","202311","11","18,000","0","1","2006","길주로 491","202401~202601","신규","-","","","아파트"
"1174","인천광역시 부평구 갈산동","416","0416","0000","태화(416)","전세","59.9300","202311","11","16,000","0","13","1994","부평북로 313","202402~202602","신규","-","","","아파트"
"1175","인천광역시 부평구 부평동","947","0947","0000","래미안부평","전세","84.9680","202311","11","38,000","0","10","2014","길주남로10번길 21","202401~202601","갱신","사용","56,000","0","아파트"
"1176","인천광역시 부평구 부평동","947","0947","0000","래미안부평","월세","114.9920","202311","11","10,000","160","23","2014","길주남로10번길 21","202402~202602","신규","-","","","아파트"
"1177","인천광역시 부평구 청천동","259-5","0259","0005","미도7","월세","59.9100","202311","10","1,000","50","5","1989","원길로24번길 5","202312~202512","신규","-","","","아파트"
"1178","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","전세","59.8530","202311","10","32,000","0","17","2020","동수천로 117","202401~202601","신규","-","","","아파트"
"1179","인천광역시 부평구 부개동","477-1","0477","0001","대동","월세","46.1450","202311","10","1,000","50","1","1989","길주로 640","202312~202512","신규","-","","","아파트"
"1180","인천광역시 부평구 부개동","477-1","0477","0001","대동","전세","43.2950","202311","10","10,000","0","5","1989","길주로 640","202311~202511","신규","-","","","아파트"
"1181","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","월세","84.7900","202311","10","10,000","70","19","1997","부개로 12","202312~202512","신규","-","","","아파트"
"1182","인천광역시 부평구 십정동","182-95","0182","0095","대주파크빌","전세","84.5030","202311","10","23,000","0","8","2001","마장로 49","202311~202511","신규","-","","","아파트"
"1183","인천광역시 부평구 삼산동","359","0359","0000","광명12차","월세","76.7400","202311","10","1,000","68","6","1990","후정동로 63","202312~202512","신규","-","","","아파트"
"1184","인천광역시 부평구 십정동","607","0607","0000","동암신동아","전세","59.8000","202311","10","19,500","0","8","2000","아트센터로 118","202401~202601","신규","-","","","아파트"
"1185","인천광역시 부평구 부개동","477","0477","0000","욱일","전세","51.0100","202311","10","11,000","0","4","1988","장제로 234","202312~202512","신규","-","","","아파트"
"1186","인천광역시 부평구 청천동","300","0300","0000","삼익","월세","42.9300","202311","10","1,000","60","7","1986","부평대로167번길 43","202311~202511","신규","-","","","아파트"
"1187","인천광역시 부평구 청천동","236-5","0236","0005","미도6","월세","45.3300","202311","10","1,000","50","4","1988","길주로494번길 50","202311~202511","신규","-","","","아파트"
"1188","인천광역시 부평구 부평동","438-1","0438","0001","백조주상복합","전세","55.3500","202311","10","11,000","0","1","1997","부평대로98번길 35","202312~202512","신규","-","","","아파트"
"1189","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","전세","52.2900","202311","10","14,300","0","15","1989","안남로 91","202312~202512","신규","-","","","아파트"
"1190","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","전세","59.8800","202311","10","19,500","0","15","1999","원적로 361","202312~202512","신규","-","","","아파트"
"1191","인천광역시 부평구 산곡동","182","0182","0000","한양(182)","월세","75.8100","202311","10","2,000","45","5","1984","마장로 287","202312~202512","신규","-","","","아파트"
"1192","인천광역시 부평구 산곡동","274-5","0274","0005","경남4차","전세","59.7150","202311","10","15,000","0","16","1994","안남로206번길 18","202401~202601","신규","-","","","아파트"
"1193","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","월세","115.0311","202311","10","20,000","100","11","2007","원적로 344","202311~202411","갱신","사용","25,000","100","아파트"
"1194","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","월세","84.1614","202311","10","20,000","45","38","2022","열우물로 90","202312~202512","신규","-","","","아파트"
"1195","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","월세","59.3900","202311","10","5,000","70","11","2000","영성중로 57","202312~202512","신규","-","","","아파트"
"1196","인천광역시 부평구 부개동","477","0477","0000","욱일","전세","51.0100","202311","10","13,000","0","3","1988","장제로 234","202311~202511","신규","-","","","아파트"
"1197","인천광역시 부평구 부평동","534-92","0534","0092","아뜨리에","전세","14.7500","202311","10","6,000","0","16","2011","경원대로 1346","-","-","-","","","아파트"
"1198","인천광역시 부평구 부평동","408-4","0408","0004","캐슬베리","월세","25.9700","202311","10","1,000","43","8","2012","주부토로 58","202311~202411","신규","-","","","아파트"
"1199","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","전세","134.9650","202311","10","38,000","0","5","1999","부개로 58","202312~202511","신규","-","","","아파트"
"1200","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","월세","59.9900","202311","10","3,000","80","13","1998","동수천로 118","-","-","-","","","아파트"
"1201","인천광역시 부평구 부개동","500-1","0500","0001","주공5","전세","59.9900","202311","10","22,000","0","16","1998","부개로 11","202311~202511","신규","-","","","아파트"
"1202","인천광역시 부평구 십정동","424","0424","0000","삼용","전세","46.8000","202311","10","11,700","0","3","1986","배곶로20번길 13","202312~202512","신규","-","","","아파트"
"1203","인천광역시 부평구 부평동","431-37","0431","0037","부평타워큐","월세","22.2100","202311","10","500","45","10","2012","부평대로 114","202311~202411","신규","-","","","아파트"
"1204","인천광역시 부평구 부평동","946","0946","0000","래미안부평(임대)","월세","39.0530","202311","10","9,048","18","12","2014","길주남로10번길 11","-","갱신","-","3,848","44","아파트"
"1205","인천광역시 부평구 부평동","947","0947","0000","래미안부평","전세","84.9630","202311","10","37,000","0","8","2014","길주남로10번길 21","202311~202511","신규","-","","","아파트"
"1206","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","전세","171.6700","202311","09","32,000","0","2","1990","마장로 121","202402~202602","신규","-","","","아파트"
"1207","인천광역시 부평구 산곡동","255-1","0255","0001","뉴서울아파트","전세","74.4100","202311","09","18,500","0","6","1989","마장로264번길 33","202311~202511","갱신","-","18,000","0","아파트"
"1208","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","전세","45.0000","202311","09","16,000","0","9","1993","주부토로 201","202311~202511","신규","-","","","아파트"
"1209","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","전세","59.3900","202311","09","20,000","0","2","2000","영성중로 57","202312~202512","갱신","-","29,000","0","아파트"
"1210","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","전세","84.9800","202311","09","33,000","0","21","2005","수변로 333","202312~202512","신규","-","","","아파트"
"1211","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","전세","115.0311","202311","09","37,000","0","16","2007","원적로 344","202312~202512","신규","-","","","아파트"
"1212","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","전세","84.9800","202311","09","40,000","0","20","2010","부일로 69","202401~202601","신규","-","","","아파트"
"1213","인천광역시 부평구 산곡동","180-78","0180","0078","부평신일해피트리더루츠","월세","84.9630","202311","09","2,000","50","17","2022","산곡로 31","202312~202512","신규","-","","","아파트"
"1214","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","월세","39.4800","202311","09","500","67","8","1989","충선로 191","202311~202511","신규","-","","","아파트"
"1215","인천광역시 부평구 부평동","962","0962","0000","부평SKVIEW해모로","월세","51.9980","202311","09","3,000","90","11","2022","동수천로 71","202312~202512","신규","-","","","아파트"
"1216","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","월세","84.1614","202311","09","17,000","54","21","2022","열우물로 90","202311~202511","신규","-","","","아파트"
"1217","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","전세","59.8200","202311","09","18,000","0","12","1995","부흥로 246","202401~202601","신규","-","","","아파트"
"1218","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","전세","52.4300","202311","09","17,000","0","9","1988","부평문화로 37","202312~202511","신규","-","","","아파트"
"1219","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","전세","84.3400","202311","09","23,000","0","14","1998","세월천로 16","202401~202601","신규","-","","","아파트"
"1220","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","전세","59.4000","202311","09","19,400","0","19","1993","안남로 260","-","-","-","","","아파트"
"1221","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","전세","171.6700","202311","09","32,000","0","2","1990","마장로 121","202401~202601","신규","-","","","아파트"
"1222","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","월세","52.4300","202311","08","2,000","70","8","1986","부평문화로 37","202311~202511","신규","-","","","아파트"
"1223","인천광역시 부평구 부평동","738-45","0738","0045","에코파인","월세","18.3100","202311","08","500","45","3","2018","광장로24번길 34","202311~202411","신규","-","","","아파트"
"1224","인천광역시 부평구 부평동","962","0962","0000","부평SKVIEW해모로","전세","84.9825","202311","08","40,000","0","4","2022","동수천로 71","202312~202512","신규","-","","","아파트"
"1225","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","전세","59.8200","202311","08","19,000","0","16","1996","부흥로 246","202312~202512","신규","-","","","아파트"
"1226","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","전세","84.8700","202311","08","22,000","0","12","1986","부평문화로 37","202312~202512","-","-","","","아파트"
"1227","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","전세","84.8700","202311","08","22,000","0","12","1986","부평문화로 37","-","-","-","","","아파트"
"1228","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","전세","52.4300","202311","08","15,000","0","11","1986","부평문화로 37","202312~202512","신규","-","","","아파트"
"1229","인천광역시 부평구 청천동","259","0259","0000","쌍용","전세","72.3100","202311","08","22,000","0","15","1990","길주로494번길 12","202312~202512","신규","-","","","아파트"
"1230","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","전세","59.3600","202311","08","18,000","0","20","1998","세월천로 16","202402~202602","신규","-","","","아파트"
"1231","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","전세","59.8050","202311","08","22,000","0","4","1998","안남로 272","202312~202512","신규","-","","","아파트"
"1232","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","전세","39.3000","202311","08","13,000","0","5","2000","부평북로 432","202401~202601","신규","-","","","아파트"
"1233","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","월세","49.4000","202311","08","3,000","65","9","2000","부평북로 432","202311~202511","신규","-","","","아파트"
"1234","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","월세","59.9700","202311","08","3,000","70","20","1996","길주남로 143","202311~202511","신규","-","","","아파트"
"1235","인천광역시 부평구 부개동","477-2","0477","0002","대진","전세","39.6000","202311","08","6,000","0","4","1988","길주로 654","-","-","-","","","아파트"
"1236","인천광역시 부평구 부개동","477-1","0477","0001","대동","월세","48.4800","202311","08","2,000","55","5","1988","길주로 640","202311~202511","-","-","","","아파트"
"1237","인천광역시 부평구 산곡동","145","0145","0000","경남3차","전세","123.9300","202311","08","30,000","0","4","1992","마장로272번길 89","202311~202511","갱신","-","33,600","0","아파트"
"1238","인천광역시 부평구 산곡동","82-36","0082","0036","동원(82-36)","전세","46.8000","202311","08","9,500","0","1","1989","길주로326번길 45","202312~202512","신규","-","","","아파트"
"1239","인천광역시 부평구 산곡동","182","0182","0000","한양(182)","전세","75.8100","202311","08","13,000","0","5","1984","마장로 287","202312~202512","신규","-","","","아파트"
"1240","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","전세","72.4500","202311","08","19,000","0","11","1988","안남로 91","202311~202511","갱신","사용","30,000","0","아파트"
"1241","인천광역시 부평구 십정동","582","0582","0000","약산신동아","월세","64.1400","202311","08","1,500","60","4","1986","동암산로 33","202312~202507","신규","-","","","아파트"
"1242","인천광역시 부평구 십정동","577-3","0577","0003","신태양","전세","38.7500","202311","08","7,900","0","2","1987","경인로759번길 5","202311~202511","신규","-","","","아파트"
"1243","인천광역시 부평구 십정동","607","0607","0000","동암신동아","전세","84.9400","202311","08","22,000","0","14","2000","아트센터로 118","202401~202601","갱신","-","28,000","0","아파트"
"1244","인천광역시 부평구 십정동","182-95","0182","0095","대주파크빌","월세","59.7260","202311","08","2,000","70","12","2001","마장로 49","202312~202512","신규","-","","","아파트"
"1245","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","월세","69.2824","202311","08","16,500","44","31","2022","열우물로 90","202312~202511","신규","-","","","아파트"
"1246","인천광역시 부평구 갈산동","374","0374","0000","아주","전세","84.7500","202311","08","24,000","0","3","1992","갈월서로 26","202312~202512","신규","-","","","아파트"
"1247","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","전세","59.8050","202311","07","22,000","0","19","1998","안남로 272","202312~202512","신규","-","","","아파트"
"1248","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","월세","59.8032","202311","07","10,000","53","29","2022","열우물로 90","202312~202512","신규","-","","","아파트"
"1249","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","월세","59.5385","202311","07","14,500","39","21","2022","열우물로 90","202311~202511","신규","-","","","아파트"
"1250","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","월세","18.7080","202311","07","5,000","10","35","2022","열우물로 90","-","-","-","","","아파트"
"1251","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","월세","41.3000","202311","07","1,000","50","3","1992","굴포로 81","202311~202511","신규","-","","","아파트"
"1252","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","월세","41.3000","202311","07","1,000","55","5","1992","굴포로 81","202311~202511","신규","-","","","아파트"
"1253","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","전세","41.3000","202311","07","13,500","0","2","1992","굴포로 81","-","-","-","","","아파트"
"1254","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","월세","59.9930","202311","07","9,000","80","12","2022","경인로1024번길 21","202312~202512","신규","-","","","아파트"
"1255","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","월세","39.5000","202311","07","5,000","50","9","2022","원적로287번길 25","202312~202412","신규","-","","","아파트"
"1256","인천광역시 부평구 산곡동","274","0274","0000","경남2차","전세","84.4300","202311","07","23,000","0","14","1991","안남로222번길 30","202402~202602","갱신","-","35,000","0","아파트"
"1257","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","전세","54.5200","202311","07","16,000","0","2","1989","부영로 165","202401~202601","신규","-","","","아파트"
"1258","인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","전세","84.3700","202311","07","27,000","0","20","1997","원적로 361","202402~202602","신규","-","","","아파트"
"1259","인천광역시 부평구 삼산동","454-4","0454","0004","서해그랑블5단지","전세","118.1342","202311","07","62,000","0","18","2004","굴포로 158","202401~202601","신규","-","","","아파트"
"1260","인천광역시 부평구 삼산동","448-1","0448","0001","신성미소지움3단지","월세","168.9200","202311","07","20,000","100","4","2005","수변로 334","202311~202511","신규","-","","","아파트"
"1261","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","월세","59.3900","202311","07","2,000","63","13","2000","영성중로 57","202311~202511","신규","-","","","아파트"
"1262","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","전세","69.2824","202311","07","30,000","0","12","2022","열우물로 90","202311~202511","갱신","-","30,000","0","아파트"
"1263","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","전세","59.3600","202311","07","18,000","0","8","1998","세월천로 16","202312~202512","신규","-","","","아파트"
"1264","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","월세","18.7080","202311","07","5,000","10","35","2022","열우물로 90","-","-","-","","","아파트"
"1265","인천광역시 부평구 부평동","505-10","0505","0010","늘푸른아파트","월세","76.7500","202311","07","2,000","110","8","2008","장제로52번길 15","202311~202511","신규","-","","","아파트"
